Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBucket,PromotionGapRatio,IncomePerJobLevel,AttritionRiskScore,RiskTier
38,0,Travel_Rarely,944,Human Resources,19,4,Technical Degree,4,Female,69,4,3,Healthcare Representative,3,Divorced,19983,15943,1,No,15,3,4,2,20,3,4,20,2,20,9,10+yrs,0.9523809523809523,6661.0,0.07,Low
36,0,Travel_Rarely,340,Human Resources,21,1,Technical Degree,3,Male,32,2,1,Research Director,3,Divorced,19846,16729,7,No,13,3,4,2,4,3,4,3,3,3,3,3-5yrs,0.75,19846.0,0.05333333333333334,Low
44,0,Travel_Frequently,580,Research & Development,4,4,Marketing,4,Male,34,1,2,Sales Representative,4,Married,18015,23655,5,No,21,4,4,0,9,5,4,9,6,5,0,6-10yrs,0.5,9007.5,0.13333333333333333,Low
46,0,Travel_Rarely,787,Research & Development,10,2,Other,4,Female,59,2,4,Manager,1,Married,5474,23465,4,No,18,3,4,2,8,3,1,6,6,1,6,6-10yrs,0.14285714285714285,1368.5,0.07,Low
19,0,Travel_Rarely,304,Sales,26,1,Other,3,Female,92,4,4,Sales Executive,3,Single,2776,26287,2,No,17,4,2,2,6,2,3,6,6,6,6,6-10yrs,0.8571428571428571,694.0,0.056666666666666664,Low
23,0,Non-Travel,1110,Research & Development,29,4,Marketing,4,Male,56,3,1,Sales Representative,4,Divorced,18206,17276,7,No,24,4,2,2,7,5,4,7,4,6,7,6-10yrs,0.75,18206.0,0.06,Low
32,1,Travel_Rarely,488,Research & Development,6,1,Other,3,Male,91,1,4,Manufacturing Director,1,Divorced,18539,9131,1,Yes,17,3,2,3,12,4,3,9,5,2,9,6-10yrs,0.2,4634.75,0.72,High
36,0,Travel_Rarely,1412,Research & Development,22,2,Life Sciences,3,Female,67,3,4,Manufacturing Director,2,Divorced,6293,6895,6,No,19,3,3,2,4,4,3,3,3,0,3,3-5yrs,0.0,1573.25,0.09,Low
59,0,Travel_Rarely,1222,Research & Development,15,1,Medical,2,Female,39,1,3,Sales Representative,2,Married,1364,23233,8,Yes,24,3,1,3,18,3,2,17,12,17,11,10+yrs,0.9444444444444444,454.6666666666667,0.16333333333333333,Low
55,1,Travel_Rarely,988,Research & Development,18,4,Medical,3,Female,69,2,1,Manufacturing Director,3,Single,13310,24847,2,No,13,3,1,2,14,0,1,13,7,8,0,10+yrs,0.5714285714285714,13310.0,0.79,High
45,1,Travel_Rarely,267,Sales,15,2,Human Resources,2,Female,55,2,3,Manager,4,Married,2445,2931,6,No,23,3,4,1,22,5,2,20,8,20,11,10+yrs,0.9523809523809523,815.0,0.7833333333333333,High
19,1,Travel_Rarely,134,Human Resources,26,3,Technical Degree,1,Female,45,2,2,Sales Executive,4,Single,1769,7399,2,Yes,24,3,2,3,19,4,3,17,0,10,11,10+yrs,0.5555555555555556,884.5,0.7666666666666667,High
22,1,Travel_Rarely,304,Sales,13,1,Marketing,2,Male,77,3,1,Research Scientist,4,Single,18805,18984,8,Yes,17,4,1,2,3,0,1,3,3,0,3,3-5yrs,0.0,18805.0,0.22666666666666666,Low
37,0,Non-Travel,799,Sales,18,3,Medical,1,Female,44,1,4,Healthcare Representative,2,Divorced,10417,6129,8,No,15,3,3,2,1,1,1,1,0,0,1,0-2yrs,0.0,2604.25,0.03333333333333333,Low
42,1,Travel_Rarely,1193,Sales,20,3,Technical Degree,4,Male,93,4,3,Human Resources,3,Divorced,3128,3251,2,Yes,13,4,2,2,12,2,2,10,10,5,10,6-10yrs,0.45454545454545453,1042.6666666666667,0.8033333333333333,High
45,0,Non-Travel,314,Research & Development,17,2,Medical,2,Male,86,3,1,Sales Representative,1,Married,13436,26926,2,No,11,3,1,1,14,1,4,12,12,6,12,10+yrs,0.46153846153846156,13436.0,0.07,Low
23,0,Travel_Rarely,1090,Research & Development,26,4,Marketing,4,Male,84,2,2,Manufacturing Director,2,Married,8014,4404,0,No,24,3,2,2,9,3,3,6,2,0,6,6-10yrs,0.0,4007.0,0.06666666666666667,Low
55,0,Travel_Frequently,166,Sales,7,2,Marketing,2,Female,35,4,4,Human Resources,1,Married,11190,7335,6,No,17,3,2,1,19,3,3,19,4,13,11,10+yrs,0.65,2797.5,0.2,Low
38,0,Travel_Rarely,471,Sales,28,3,Other,2,Male,97,2,2,Laboratory Technician,1,Single,18078,26723,8,No,20,3,3,0,14,1,3,14,5,10,1,10+yrs,0.6666666666666666,9039.0,0.07666666666666666,Low
42,1,Travel_Frequently,937,Research & Development,20,1,Human Resources,1,Male,64,2,2,Human Resources,4,Single,5518,4502,1,Yes,14,3,4,1,20,4,1,18,12,11,7,10+yrs,0.5789473684210527,2759.0,0.26,Low
19,0,Travel_Rarely,1259,Sales,28,4,Medical,4,Female,81,1,1,Manufacturing Director,4,Single,13283,21995,7,No,15,3,4,3,6,1,2,2,2,0,2,0-2yrs,0.0,13283.0,0.03333333333333333,Low
52,1,Travel_Rarely,1187,Research & Development,11,1,Other,3,Male,43,4,1,Sales Executive,3,Divorced,16741,16050,6,No,22,3,4,1,21,0,1,20,0,12,1,10+yrs,0.5714285714285714,16741.0,0.7766666666666666,High
40,0,Travel_Rarely,845,Sales,14,3,Technical Degree,2,Female,83,4,4,Sales Executive,1,Married,9051,15497,4,No,20,4,2,2,5,5,4,5,5,0,3,3-5yrs,0.0,2262.75,0.03666666666666667,Low
27,0,Travel_Rarely,150,Research & Development,2,1,Marketing,3,Female,52,1,4,Human Resources,1,Divorced,19432,22679,2,Yes,14,3,3,1,13,1,4,11,2,3,11,10+yrs,0.25,4858.0,0.16666666666666666,Low
31,0,Non-Travel,510,Research & Development,27,1,Technical Degree,4,Female,79,4,1,Manager,1,Single,9517,2533,5,No,11,3,1,1,12,1,2,10,9,10,8,6-10yrs,0.9090909090909091,9517.0,0.043333333333333335,Low
32,0,Non-Travel,1197,Research & Development,24,1,Medical,3,Female,49,4,3,Research Scientist,3,Divorced,9724,3518,5,No,22,3,3,1,23,4,2,20,12,20,11,10+yrs,0.9523809523809523,3241.3333333333335,0.09,Low
19,0,Travel_Frequently,213,Research & Development,9,4,Life Sciences,2,Female,95,2,3,Human Resources,1,Divorced,17799,6888,7,No,12,3,3,3,6,4,2,6,1,6,6,6-10yrs,0.8571428571428571,5933.0,0.04666666666666667,Low
57,0,Travel_Rarely,1088,Sales,2,1,Marketing,4,Female,79,4,4,Sales Executive,2,Married,13082,14252,5,No,11,3,4,0,9,0,4,6,6,1,5,6-10yrs,0.14285714285714285,3270.5,0.056666666666666664,Low
51,0,Non-Travel,1085,Sales,21,4,Human Resources,4,Female,61,3,3,Manufacturing Director,4,Single,17505,26055,0,No,15,3,1,2,9,0,2,8,8,1,7,6-10yrs,0.1111111111111111,5835.0,0.14333333333333334,Low
55,0,Travel_Frequently,1152,Sales,20,3,Marketing,4,Male,61,3,4,Sales Representative,4,Divorced,16017,3712,1,Yes,24,3,4,3,9,5,4,9,0,7,9,6-10yrs,0.7,4004.25,0.27666666666666667,Low
32,0,Travel_Rarely,404,Sales,16,1,Marketing,1,Male,30,1,1,Sales Executive,4,Divorced,14534,12503,3,No,20,3,3,0,8,3,2,4,3,3,4,3-5yrs,0.6,14534.0,0.08,Low
41,0,Travel_Rarely,442,Human Resources,5,2,Other,4,Female,50,1,1,Human Resources,2,Married,5588,12717,4,No,11,3,1,3,6,2,3,4,2,0,4,3-5yrs,0.0,5588.0,0.06,Low
37,0,Travel_Frequently,377,Sales,27,2,Other,1,Male,85,3,2,Sales Representative,3,Single,8578,6912,3,No,23,4,4,2,6,2,3,5,5,0,5,3-5yrs,0.0,4289.0,0.03666666666666667,Low
37,1,Travel_Rarely,651,Research & Development,13,2,Marketing,3,Male,88,2,2,Human Resources,1,Married,17424,10599,7,Yes,24,3,2,1,15,3,2,11,10,5,5,10+yrs,0.4166666666666667,8712.0,0.49,Medium
42,0,Travel_Rarely,833,Sales,22,3,Life Sciences,3,Male,99,4,4,Research Director,4,Married,12704,7024,2,No,20,3,2,0,11,4,4,8,5,4,8,6-10yrs,0.4444444444444444,3176.0,0.016666666666666666,Low
36,1,Travel_Frequently,267,Research & Development,25,4,Human Resources,1,Female,36,1,2,Research Director,1,Divorced,6323,5428,6,No,12,3,1,3,10,0,3,9,7,5,9,6-10yrs,0.5,3161.5,0.11333333333333333,Low
50,0,Travel_Rarely,894,Human Resources,16,4,Human Resources,1,Female,47,4,2,Laboratory Technician,3,Divorced,7219,15030,3,Yes,11,3,1,0,21,1,4,17,5,17,0,10+yrs,0.9444444444444444,3609.5,0.09,Low
20,0,Travel_Rarely,434,Research & Development,3,3,Other,4,Female,83,3,3,Research Scientist,3,Married,15740,25275,8,No,23,3,1,3,8,5,4,6,6,5,6,6-10yrs,0.7142857142857143,5246.666666666667,0.05333333333333334,Low
26,0,Travel_Rarely,887,Research & Development,26,4,Other,4,Female,55,4,4,Laboratory Technician,4,Single,4385,12103,8,Yes,22,3,2,2,23,1,1,22,9,14,1,10+yrs,0.6086956521739131,1096.25,0.17333333333333334,Low
55,0,Travel_Frequently,523,Research & Development,20,4,Technical Degree,1,Female,47,4,1,Research Scientist,2,Married,3129,17872,7,No,22,3,2,3,20,5,1,18,2,15,13,10+yrs,0.7894736842105263,3129.0,0.39666666666666667,Medium
55,0,Non-Travel,1436,Research & Development,26,1,Life Sciences,3,Female,49,4,3,Manager,1,Divorced,15537,18753,6,No,17,3,2,1,4,2,3,4,4,0,1,3-5yrs,0.0,5179.0,0.03333333333333333,Low
52,0,Non-Travel,547,Research & Development,18,3,Medical,1,Female,94,2,2,Sales Executive,4,Single,6479,23076,5,No,19,3,3,0,11,1,2,7,7,0,7,6-10yrs,0.0,3239.5,0.03,Low
33,0,Travel_Frequently,1319,Research & Development,27,4,Human Resources,3,Female,90,3,1,Manufacturing Director,3,Divorced,15542,22617,5,No,13,3,4,2,5,3,2,4,4,1,4,3-5yrs,0.2,15542.0,0.056666666666666664,Low
37,0,Travel_Rarely,345,Sales,26,1,Technical Degree,2,Female,30,1,4,Manager,2,Married,11138,24648,5,No,11,3,4,1,8,3,1,6,2,4,6,6-10yrs,0.5714285714285714,2784.5,0.17666666666666667,Low
19,0,Travel_Frequently,218,Research & Development,7,3,Marketing,4,Male,88,2,4,Healthcare Representative,2,Divorced,19958,22362,0,Yes,14,3,2,2,9,2,2,9,6,3,3,6-10yrs,0.3,4989.5,0.07,Low
29,1,Travel_Rarely,364,Sales,6,4,Marketing,3,Male,68,2,1,Healthcare Representative,2,Divorced,10973,25254,8,No,19,4,4,1,7,4,2,3,3,3,3,3-5yrs,0.75,10973.0,0.87,High
48,0,Travel_Rarely,687,Sales,5,2,Human Resources,2,Male,89,2,4,Laboratory Technician,2,Single,17482,26151,8,Yes,16,3,3,1,1,0,2,0,0,0,0,0-2yrs,0.0,4370.5,0.15666666666666668,Low
32,0,Travel_Frequently,1362,Research & Development,24,4,Marketing,3,Female,73,3,3,Sales Executive,2,Single,17158,20702,4,Yes,19,3,2,2,13,0,3,10,4,2,10,6-10yrs,0.18181818181818182,5719.333333333333,0.12,Low
38,0,Travel_Frequently,346,Sales,7,4,Life Sciences,2,Female,78,1,3,Human Resources,2,Divorced,5027,14329,7,No,17,3,1,2,18,3,3,17,5,10,13,10+yrs,0.5555555555555556,1675.6666666666667,0.09333333333333334,Low
23,0,Travel_Rarely,1197,Research & Development,14,3,Other,1,Female,70,3,2,Healthcare Representative,2,Divorced,19926,9673,3,No,18,4,2,2,9,3,2,7,2,0,7,6-10yrs,0.0,9963.0,0.056666666666666664,Low
38,0,Non-Travel,1075,Human Resources,23,3,Marketing,3,Female,81,2,2,Manager,1,Married,15170,16284,1,No,24,3,1,2,23,4,1,21,8,21,3,10+yrs,0.9545454545454546,7585.0,0.1,Low
48,0,Travel_Frequently,582,Research & Development,13,3,Medical,4,Male,87,1,1,Manager,4,Single,3037,22723,7,No,19,3,1,2,10,5,3,9,8,8,8,6-10yrs,0.8,3037.0,0.043333333333333335,Low
42,0,Travel_Rarely,570,Research & Development,2,2,Life Sciences,2,Male,65,3,1,Manufacturing Director,1,Single,1114,20838,4,No,24,3,4,1,24,5,1,22,8,20,12,10+yrs,0.8695652173913043,1114.0,0.10666666666666667,Low
41,0,Travel_Rarely,1426,Research & Development,11,2,Marketing,1,Male,37,4,1,Sales Representative,1,Single,6156,15004,8,No,24,3,1,3,7,3,2,5,5,3,5,3-5yrs,0.5,6156.0,0.31666666666666665,Low
56,0,Travel_Rarely,1100,Research & Development,3,3,Other,1,Female,36,3,3,Manufacturing Director,1,Married,1308,3902,1,No,19,3,3,0,14,3,2,13,11,12,13,10+yrs,0.8571428571428571,436.0,0.09333333333333334,Low
27,0,Travel_Rarely,434,Sales,12,2,Life Sciences,2,Male,59,1,1,Manufacturing Director,4,Divorced,7794,8791,4,No,24,4,1,3,19,5,1,19,9,10,0,10+yrs,0.5,7794.0,0.05,Low
30,1,Travel_Rarely,1376,Sales,22,4,Medical,4,Male,63,3,3,Research Director,2,Single,19930,16430,6,Yes,14,3,3,3,1,5,2,1,1,0,1,0-2yrs,0.0,6643.333333333333,0.7833333333333333,High
44,0,Travel_Rarely,669,Research & Development,16,4,Medical,2,Female,90,3,3,Laboratory Technician,2,Single,10099,11644,1,No,18,3,4,2,25,0,2,23,5,16,0,10+yrs,0.6666666666666666,3366.3333333333335,0.51,Medium
38,0,Travel_Rarely,211,Human Resources,20,2,Life Sciences,4,Male,32,3,2,Sales Representative,2,Single,1454,13403,8,Yes,12,3,2,0,10,3,4,9,9,4,9,6-10yrs,0.4,727.0,0.13333333333333333,Low
59,0,Travel_Rarely,1238,Sales,4,3,Technical Degree,2,Female,92,2,1,Manager,1,Divorced,10384,9530,5,Yes,12,3,1,3,13,5,4,12,1,6,9,10+yrs,0.46153846153846156,10384.0,0.09,Low
20,0,Travel_Frequently,1316,Research & Development,22,1,Medical,2,Female,33,1,3,Sales Executive,2,Married,5162,3901,1,No,12,4,1,2,18,0,1,15,5,13,4,10+yrs,0.8125,1720.6666666666667,0.08,Low
23,1,Travel_Frequently,720,Human Resources,13,1,Human Resources,4,Female,64,1,4,Sales Representative,1,Divorced,17267,13655,6,No,12,3,4,3,19,5,3,16,13,13,11,10+yrs,0.7647058823529411,4316.75,0.75,High
32,0,Travel_Rarely,1085,Sales,9,2,Marketing,3,Male,59,2,2,Research Director,4,Single,2720,13124,7,No,16,3,1,0,4,4,3,0,0,0,0,0-2yrs,0.0,1360.0,0.13,Low
37,0,Travel_Rarely,428,Sales,19,1,Technical Degree,1,Male,69,3,4,Laboratory Technician,1,Married,15640,21533,3,No,21,3,2,1,24,0,2,21,7,19,6,10+yrs,0.8636363636363636,3910.0,0.19,Low
55,0,Travel_Rarely,1290,Research & Development,4,4,Life Sciences,1,Male,32,3,2,Human Resources,2,Married,9473,4803,5,No,24,3,4,1,17,3,2,15,10,9,6,10+yrs,0.5625,4736.5,0.3233333333333333,Low
38,0,Travel_Rarely,615,Sales,15,1,Medical,1,Male,83,3,1,Sales Executive,4,Married,1358,14121,6,No,24,4,3,3,28,2,4,24,4,24,2,10+yrs,0.96,1358.0,0.11666666666666667,Low
36,1,Travel_Rarely,474,Sales,13,2,Marketing,4,Female,39,2,3,Research Scientist,4,Married,13789,23345,1,No,13,3,4,1,15,2,2,11,11,11,0,10+yrs,0.9166666666666666,4596.333333333333,0.3466666666666667,Medium
25,0,Travel_Rarely,801,Research & Development,5,2,Life Sciences,1,Female,84,2,4,Human Resources,3,Single,9645,8696,4,No,17,4,4,0,16,3,1,15,0,8,6,10+yrs,0.5,2411.25,0.15333333333333332,Low
36,0,Travel_Rarely,474,Research & Development,28,1,Marketing,1,Male,69,1,4,Research Director,1,Single,15659,9907,5,No,17,3,3,2,11,4,2,11,7,5,6,10+yrs,0.4166666666666667,3914.75,0.07333333333333333,Low
40,0,Non-Travel,968,Research & Development,11,2,Marketing,4,Male,92,4,4,Sales Representative,2,Divorced,12743,4185,2,No,12,4,4,0,26,5,2,22,8,22,11,10+yrs,0.9565217391304348,3185.75,0.09333333333333334,Low
42,0,Travel_Rarely,1146,Research & Development,2,3,Marketing,3,Male,98,2,1,Manager,1,Married,15957,16363,2,No,11,3,1,1,24,2,2,20,3,12,12,10+yrs,0.5714285714285714,15957.0,0.15666666666666668,Low
43,0,Non-Travel,667,Research & Development,13,4,Technical Degree,4,Male,89,3,1,Research Scientist,3,Single,9747,23393,5,Yes,15,3,1,3,26,0,1,22,11,22,1,10+yrs,0.9565217391304348,9747.0,0.11333333333333333,Low
36,0,Travel_Rarely,1196,Research & Development,29,1,Human Resources,1,Female,61,2,3,Healthcare Representative,2,Married,1150,14037,6,No,22,3,2,1,14,5,1,12,1,3,2,10+yrs,0.23076923076923078,383.3333333333333,0.08333333333333333,Low
24,0,Travel_Rarely,703,Research & Development,20,1,Human Resources,3,Male,59,2,4,Manager,3,Divorced,3482,12434,3,Yes,16,3,4,1,23,2,4,19,9,12,8,10+yrs,0.6,870.5,0.28,Low
24,0,Non-Travel,1458,Research & Development,19,2,Life Sciences,1,Male,76,1,4,Sales Executive,3,Married,9719,20726,1,No,16,3,3,0,11,4,1,8,8,0,5,6-10yrs,0.0,2429.75,0.17666666666666667,Low
24,0,Travel_Rarely,469,Research & Development,27,2,Technical Degree,3,Male,75,4,2,Manager,4,Divorced,8552,13048,7,Yes,24,3,2,1,14,4,3,11,11,2,10,10+yrs,0.16666666666666666,4276.0,0.58,Medium
43,0,Travel_Frequently,1086,Research & Development,3,4,Other,1,Female,85,1,2,Sales Executive,2,Single,16092,11966,1,Yes,16,3,1,3,22,0,3,19,3,16,4,10+yrs,0.8,8046.0,0.10333333333333333,Low
53,0,Non-Travel,849,Research & Development,16,1,Other,4,Male,63,4,3,Research Scientist,4,Single,8821,21093,0,No,20,4,4,3,3,2,3,2,2,0,2,0-2yrs,0.0,2940.3333333333335,0.043333333333333335,Low
55,0,Travel_Rarely,1420,Sales,10,2,Medical,2,Male,62,1,4,Research Scientist,2,Married,17343,9100,2,Yes,24,3,4,3,20,0,4,17,8,15,6,10+yrs,0.8333333333333334,4335.75,0.16666666666666666,Low
31,0,Travel_Rarely,407,Human Resources,20,3,Human Resources,2,Female,38,1,1,Research Scientist,3,Divorced,4566,23243,7,Yes,12,4,1,1,4,3,1,0,0,0,0,0-2yrs,0.0,4566.0,0.2866666666666667,Low
21,0,Travel_Rarely,375,Research & Development,25,2,Human Resources,4,Female,41,4,4,Sales Executive,3,Divorced,8312,8703,6,No,18,3,2,0,18,4,2,14,11,12,1,10+yrs,0.8,2078.0,0.15,Low
44,1,Travel_Rarely,1314,Research & Development,3,3,Marketing,1,Male,87,4,4,Human Resources,4,Married,15369,14778,2,No,15,3,3,0,13,3,1,11,3,7,11,10+yrs,0.5833333333333334,3842.25,0.78,High
19,0,Travel_Rarely,1361,Sales,5,4,Other,4,Female,99,4,1,Research Director,2,Single,3357,8256,4,Yes,12,3,1,0,11,1,3,11,6,3,5,10+yrs,0.25,3357.0,0.06333333333333334,Low
44,0,Travel_Rarely,1146,Research & Development,28,3,Technical Degree,3,Male,72,4,4,Healthcare Representative,4,Married,7106,17809,8,No,11,3,3,0,15,5,3,12,4,8,3,10+yrs,0.6153846153846154,1776.5,0.056666666666666664,Low
34,0,Non-Travel,764,Research & Development,15,2,Human Resources,3,Male,54,2,3,Manufacturing Director,2,Single,15285,12855,6,No,20,3,4,2,13,0,4,12,11,12,9,10+yrs,0.9230769230769231,5095.0,0.13333333333333333,Low
53,0,Travel_Frequently,674,Research & Development,10,4,Human Resources,2,Female,34,1,4,Research Scientist,2,Single,12190,7978,6,No,20,3,4,2,11,0,2,10,7,7,2,6-10yrs,0.6363636363636364,3047.5,0.056666666666666664,Low
44,0,Travel_Rarely,1033,Research & Development,5,4,Human Resources,4,Male,33,3,1,Human Resources,2,Single,15783,20599,0,No,18,4,4,2,11,2,1,11,6,4,8,10+yrs,0.3333333333333333,15783.0,0.12333333333333334,Low
49,0,Travel_Rarely,1146,Sales,11,4,Other,2,Female,77,3,4,Research Director,3,Divorced,10798,25376,2,Yes,20,3,4,0,14,5,4,14,0,9,0,10+yrs,0.6,2699.5,0.07666666666666666,Low
35,0,Travel_Frequently,486,Sales,1,1,Other,2,Male,74,3,1,Sales Representative,3,Married,17324,2700,0,Yes,21,3,2,2,21,5,3,19,9,14,3,10+yrs,0.7,17324.0,0.1,Low
53,1,Non-Travel,109,Research & Development,7,4,Marketing,2,Female,49,1,1,Healthcare Representative,1,Single,17671,16198,8,Yes,11,3,2,0,14,3,4,13,6,9,10,10+yrs,0.6428571428571429,17671.0,0.74,High
40,1,Travel_Rarely,202,Sales,6,4,Technical Degree,2,Male,43,1,2,Sales Executive,4,Married,19516,19962,3,Yes,11,3,2,2,17,5,2,16,0,14,5,10+yrs,0.8235294117647058,9758.0,0.7833333333333333,High
44,0,Travel_Rarely,582,Research & Development,3,4,Technical Degree,2,Female,34,3,3,Manager,4,Divorced,3318,19990,4,No,15,3,4,3,22,5,2,20,2,15,13,10+yrs,0.7142857142857143,1106.0,0.10333333333333333,Low
33,1,Non-Travel,1054,Sales,29,3,Other,1,Female,77,4,1,Healthcare Representative,1,Divorced,12232,7514,4,Yes,18,4,3,1,26,3,2,24,10,18,5,10+yrs,0.72,12232.0,0.7866666666666666,High
36,0,Non-Travel,716,Research & Development,23,2,Marketing,2,Female,72,4,2,Laboratory Technician,4,Married,3170,4855,4,No,23,3,2,1,4,0,3,2,2,0,2,0-2yrs,0.0,1585.0,0.043333333333333335,Low
53,1,Non-Travel,965,Research & Development,28,3,Medical,2,Male,53,3,2,Laboratory Technician,3,Single,5348,14839,0,No,24,3,3,1,19,5,1,17,7,11,0,10+yrs,0.6111111111111112,2674.0,0.8366666666666667,High
34,0,Travel_Rarely,757,Sales,7,3,Human Resources,2,Female,81,2,1,Sales Executive,1,Married,6706,17923,8,No,22,3,1,2,9,3,4,5,5,0,5,3-5yrs,0.0,6706.0,0.04666666666666667,Low
18,0,Travel_Rarely,452,Research & Development,9,4,Other,4,Male,89,2,1,Research Director,2,Married,13276,9237,3,Yes,15,4,2,2,5,0,1,4,4,0,4,3-5yrs,0.0,13276.0,0.07333333333333333,Low
33,0,Travel_Rarely,1148,Research & Development,9,2,Other,1,Female,66,3,1,Research Scientist,4,Divorced,9193,11223,8,No,19,3,1,0,19,5,2,19,9,19,10,10+yrs,0.95,9193.0,0.1,Low
34,0,Travel_Rarely,1112,Sales,17,3,Life Sciences,4,Female,48,3,4,Research Director,2,Married,17429,15301,6,No,12,3,4,1,5,2,2,1,1,0,1,0-2yrs,0.0,4357.25,0.06,Low
35,0,Non-Travel,1447,Research & Development,6,4,Other,4,Male,30,1,4,Human Resources,4,Divorced,6672,13251,6,No,17,3,1,2,21,4,3,21,6,18,4,10+yrs,0.8181818181818182,1668.0,0.07666666666666666,Low
20,0,Travel_Rarely,1255,Research & Development,7,4,Human Resources,1,Male,85,2,3,Sales Executive,2,Married,12727,14087,6,Yes,12,3,4,2,22,1,3,19,12,19,6,10+yrs,0.95,4242.333333333333,0.14333333333333334,Low
23,0,Travel_Frequently,631,Research & Development,29,1,Life Sciences,3,Female,70,3,3,Manager,1,Married,15500,19054,8,Yes,24,3,1,2,25,0,4,24,4,23,3,10+yrs,0.92,5166.666666666667,0.15,Low
31,1,Non-Travel,1086,Research & Development,11,4,Life Sciences,1,Female,54,4,1,Sales Executive,2,Single,19625,26607,2,No,17,3,1,2,20,2,4,16,9,9,0,10+yrs,0.5294117647058824,19625.0,0.8266666666666667,High
35,1,Non-Travel,590,Research & Development,23,1,Medical,1,Male,30,4,1,Research Director,3,Married,5660,21908,2,No,21,3,3,1,21,2,1,21,12,18,10,10+yrs,0.8181818181818182,5660.0,0.2866666666666667,Low
19,1,Travel_Frequently,1321,Sales,7,4,Other,4,Male,86,4,2,Healthcare Representative,3,Single,14938,2205,6,No,12,3,1,2,2,5,1,2,2,1,2,0-2yrs,0.3333333333333333,7469.0,0.13,Low
34,0,Non-Travel,954,Sales,27,1,Human Resources,1,Male,94,1,4,Sales Executive,4,Married,2610,10734,2,No,24,4,1,1,24,0,4,22,7,20,10,10+yrs,0.8695652173913043,652.5,0.06333333333333334,Low
31,0,Travel_Rarely,1268,Research & Development,21,1,Technical Degree,2,Female,63,2,2,Sales Representative,1,Divorced,11325,2243,7,No,18,4,2,1,6,5,2,4,2,2,4,3-5yrs,0.4,5662.5,0.06333333333333334,Low
19,0,Travel_Rarely,493,Research & Development,25,3,Technical Degree,1,Male,48,3,4,Sales Representative,4,Married,8862,23830,0,No,12,3,3,1,10,0,1,7,7,6,7,6-10yrs,0.75,2215.5,0.20666666666666667,Low
28,0,Travel_Rarely,120,Research & Development,15,3,Marketing,1,Female,73,4,2,Human Resources,3,Married,19212,18110,8,No,16,3,1,1,6,5,4,3,0,2,3,3-5yrs,0.5,9606.0,0.16333333333333333,Low
29,0,Non-Travel,297,Sales,27,3,Other,1,Male,90,2,2,Healthcare Representative,1,Divorced,15694,7474,3,No,13,4,1,0,14,4,3,10,1,3,7,6-10yrs,0.2727272727272727,7847.0,0.03,Low
24,1,Non-Travel,843,Research & Development,11,2,Life Sciences,4,Female,71,4,4,Human Resources,4,Single,18617,22978,0,Yes,11,3,2,0,21,2,1,18,8,10,10,10+yrs,0.5263157894736842,4654.25,0.7666666666666667,High
49,0,Travel_Rarely,1446,Research & Development,14,1,Medical,1,Male,30,3,2,Manager,2,Single,17160,16072,5,No,11,4,3,0,7,5,4,6,3,2,6,6-10yrs,0.2857142857142857,8580.0,0.13333333333333333,Low
21,0,Travel_Rarely,977,Sales,2,3,Medical,4,Male,43,3,3,Healthcare Representative,3,Married,8802,3285,2,No,20,3,1,1,20,2,3,20,5,14,0,10+yrs,0.6666666666666666,2934.0,0.04666666666666667,Low
42,0,Travel_Rarely,1233,Research & Development,5,3,Other,1,Female,36,3,3,Manufacturing Director,3,Married,14933,5781,2,Yes,23,3,2,1,16,3,3,15,5,6,5,10+yrs,0.375,4977.666666666667,0.15,Low
45,1,Travel_Rarely,756,Research & Development,23,3,Technical Degree,4,Female,58,4,3,Laboratory Technician,1,Married,1578,22233,4,Yes,20,3,1,0,19,0,4,15,7,7,10,10+yrs,0.4375,526.0,0.8366666666666667,High
51,0,Non-Travel,1441,Sales,10,2,Human Resources,4,Male,61,3,3,Manager,1,Divorced,11599,9231,5,No,20,4,2,0,26,0,2,23,10,23,9,10+yrs,0.9583333333333334,3866.3333333333335,0.11666666666666667,Low
40,0,Travel_Rarely,1417,Research & Development,3,4,Other,3,Male,67,3,4,Sales Representative,3,Married,1898,15113,1,No,11,3,2,2,13,2,2,10,6,1,10,6-10yrs,0.09090909090909091,474.5,0.08333333333333333,Low
40,0,Travel_Frequently,404,Sales,9,4,Medical,4,Male,83,2,2,Sales Executive,2,Married,14759,24385,0,No,13,3,3,0,9,1,3,8,8,8,8,6-10yrs,0.8888888888888888,7379.5,0.17333333333333334,Low
49,1,Travel_Rarely,1307,Human Resources,11,1,Other,2,Female,37,2,2,Manufacturing Director,1,Married,19367,9228,4,No,11,3,1,3,26,1,1,24,7,24,3,10+yrs,0.96,9683.5,0.23333333333333334,Low
